LAName,LACode,ONSName,Housing,Economy,Security,Education,Health,Green,Equality,Wellbeing,Services,Governance,Population,Total,WebName,WebURL,Rank,Housing rank,Economy rank,Security rank,Education rank,Health rank,Green rank,Equality rank,Wellbeing rank,Services rank,Governance rank
Torbay,E06000027,Torbay,1,1,2,4,5,5,2,4,2,5,133373,31,Torbay,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Torbay&r1d1=d11&r1d2=d21&r1d3=d32&r1d4=d44&r1d5=d55&r1d6=d65&r1d7=d72&r1d8=d84&r1d9=d92&r1d10=d105&r1d11=d11",65,204,197,162,67,20,28,158,62,157,34
Wiltshire,E06000054,Wiltshire,4,4,4,4,5,4,5,5,5,2,486093,42,Wiltshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Wiltshire&r1d1=d14&r1d2=d24&r1d3=d34&r1d4=d44&r1d5=d55&r1d6=d64&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d102&r1d11=d14",19,53,52,45,72,11,71,4,32,35,155
Devon,E10000008,Devon,4,4,5,4,5,1,5,5,5,5,773077,43,Devon,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Devon&r1d1=d14&r1d2=d24&r1d3=d35&r1d4=d44&r1d5=d55&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d14",16,62,64,28,68,2,189,10,11,11,10
Dorset,E10000009,Dorset,5,4,5,2,5,1,5,5,5,5,420585,42,Dorset,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Dorset&r1d1=d15&r1d2=d24&r1d3=d35&r1d4=d42&r1d5=d55&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d15",19,31,77,9,139,24,188,9,43,18,28
Gloucestershire,E10000013,Gloucestershire,2,4,5,4,4,1,5,3,5,4,617162,37,Gloucestershire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Gloucestershire&r1d1=d12&r1d2=d24&r1d3=d35&r1d4=d44&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d83&r1d9=d95&r1d10=d104&r1d11=d12",38,157,54,41,45,56,199,19,110,28,58
Somerset,E10000027,Somerset,4,4,4,2,5,1,5,5,5,5,545390,40,Somerset,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Somerset&r1d1=d14&r1d2=d24&r1d3=d34&r1d4=d42&r1d5=d55&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d14",27,72,82,54,147,14,193,20,41,22,14
Isle of Anglesey,W06000001,Isle of Anglesey,2,2,2,2,4,3,5,5,2,3,69979,30,Isle_of_Anglesey,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Isle_of_Anglesey&r1d1=d12&r1d2=d22&r1d3=d32&r1d4=d42&r1d5=d54&r1d6=d63&r1d7=d75&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",74,137,150,154,137,86,130,36,24,131,129
Gwynedd,W06000002,Gwynedd,2,3,4,2,4,3,4,4,2,3,122864,31,Gwynedd,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Gwynedd&r1d1=d12&r1d2=d23&r1d3=d34&r1d4=d42&r1d5=d54&r1d6=d63&r1d7=d74&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d12",65,137,113,64,137,78,110,65,82,131,129
Conwy,W06000003,Conwy,2,2,4,2,4,4,4,4,2,3,116218,31,Conwy,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Conwy&r1d1=d12&r1d2=d22&r1d3=d34&r1d4=d42&r1d5=d54&r1d6=d64&r1d7=d74&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d12",65,137,154,74,137,85,84,85,79,131,129
Denbighshire,W06000004,Denbighshire,2,2,2,2,3,3,4,4,2,3,94691,27,Denbighshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Denbighshire&r1d1=d12&r1d2=d22&r1d3=d32&r1d4=d42&r1d5=d53&r1d6=d63&r1d7=d74&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d12",112,137,162,157,137,117,98,63,76,131,129
Flintshire,W06000005,Flintshire,2,3,5,2,4,1,3,3,2,3,154074,28,Flintshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Flintshire&r1d1=d12&r1d2=d23&r1d3=d35&r1d4=d42&r1d5=d54&r1d6=d61&r1d7=d73&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",94,137,123,39,137,87,175,116,109,131,129
Wrexham,W06000006,Wrexham,2,2,1,2,3,2,4,4,2,3,136647,25,Wrexham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Wrexham&r1d1=d12&r1d2=d22&r1d3=d31&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d74&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d12",143,137,146,187,137,116,135,87,75,131,129
Ceredigion,W06000008,Ceredigion,2,3,5,2,4,2,4,3,2,3,74642,30,Ceredigion,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Ceredigion&r1d1=d12&r1d2=d23&r1d3=d35&r1d4=d42&r1d5=d54&r1d6=d62&r1d7=d74&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",74,137,120,10,137,77,139,46,129,131,129
Pembrokeshire,W06000009,Pembrokeshire,2,2,5,2,4,2,4,4,2,3,123464,30,Pembrokeshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Pembrokeshire&r1d1=d12&r1d2=d22&r1d3=d35&r1d4=d42&r1d5=d54&r1d6=d62&r1d7=d74&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d12",74,137,155,30,137,81,151,67,61,131,129
Carmarthenshire,W06000010,Carmarthenshire,2,2,5,2,3,2,4,2,2,3,185123,27,Carmarthenshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Carmarthenshire&r1d1=d12&r1d2=d22&r1d3=d35&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d74&r1d8=d82&r1d9=d92&r1d10=d103&r1d11=d12",112,137,169,43,137,102,137,81,163,131,129
Swansea,W06000011,Swansea,2,2,4,2,3,4,4,3,2,3,242382,29,Swansea,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Swansea&r1d1=d12&r1d2=d22&r1d3=d34&r1d4=d42&r1d5=d53&r1d6=d64&r1d7=d74&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",83,137,171,62,137,108,73,79,97,131,129
Neath Port Talbot,W06000012,Neath Port Talbot,2,1,2,2,3,1,4,3,2,3,140992,23,Neath_Port_Talbot,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Neath_Port_Talbot&r1d1=d12&r1d2=d21&r1d3=d32&r1d4=d42&r1d5=d53&r1d6=d61&r1d7=d74&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",160,137,210,139,137,128,215,60,116,131,129
Bridgend,W06000013,Bridgend,2,1,5,2,3,3,3,4,2,3,142092,28,Bridgend,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bridgend&r1d1=d12&r1d2=d21&r1d3=d35&r1d4=d42&r1d5=d53&r1d6=d63&r1d7=d73&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d12",94,137,185,13,137,124,97,94,72,131,129
Vale of Glamorgan,W06000014,Vale of Glamorgan,2,3,4,2,4,2,2,5,2,3,127592,29,Vale_of_Glamorgan,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Vale_of_Glamorgan&r1d1=d12&r1d2=d23&r1d3=d34&r1d4=d42&r1d5=d54&r1d6=d62&r1d7=d72&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",83,137,107,66,137,83,152,143,22,131,129
Cardiff,W06000015,Cardiff,2,3,2,2,3,4,2,2,2,3,357160,25,Cardiff,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Cardiff&r1d1=d12&r1d2=d23&r1d3=d32&r1d4=d42&r1d5=d53&r1d6=d64&r1d7=d72&r1d8=d82&r1d9=d92&r1d10=d103&r1d11=d12",143,137,106,160,137,103,55,134,133,131,129
Rhondda Cynon Taf,W06000016,Rhondda Cynon Taf,2,1,2,2,2,4,4,1,2,3,237411,23,Rhondda_Cynon_Taf,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Rhondda_Cynon_Taf&r1d1=d12&r1d2=d21&r1d3=d32&r1d4=d42&r1d5=d52&r1d6=d64&r1d7=d74&r1d8=d81&r1d9=d92&r1d10=d103&r1d11=d12",160,137,207,133,137,135,74,61,190,131,129
Caerphilly,W06000018,Caerphilly,2,1,4,2,3,4,4,2,2,3,180164,27,Caerphilly,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Caerphilly&r1d1=d12&r1d2=d21&r1d3=d34&r1d4=d42&r1d5=d53&r1d6=d64&r1d7=d74&r1d8=d82&r1d9=d92&r1d10=d103&r1d11=d12",112,137,201,82,137,122,51,58,171,131,129
Blaenau Gwent,W06000019,Blaenau Gwent,2,1,2,2,2,4,4,2,2,3,69544,24,Blaenau_Gwent,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Blaenau_Gwent&r1d1=d12&r1d2=d21&r1d3=d32&r1d4=d42&r1d5=d52&r1d6=d64&r1d7=d74&r1d8=d82&r1d9=d92&r1d10=d103&r1d11=d12",148,137,217,173,137,139,46,85,147,131,129
Torfaen,W06000020,Torfaen,2,1,2,2,3,4,4,1,2,3,91836,24,Torfaen,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Torfaen&r1d1=d12&r1d2=d21&r1d3=d32&r1d4=d42&r1d5=d53&r1d6=d64&r1d7=d74&r1d8=d81&r1d9=d92&r1d10=d103&r1d11=d12",148,137,192,131,137,115,70,72,176,131,129
Monmouthshire,W06000021,Monmouthshire,2,4,5,2,4,2,2,3,2,3,92476,29,Monmouthshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Monmouthshire&r1d1=d12&r1d2=d24&r1d3=d35&r1d4=d42&r1d5=d54&r1d6=d62&r1d7=d72&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",83,137,68,2,137,71,142,168,95,131,129
Newport,W06000022,Newport,2,2,1,2,3,2,3,1,2,3,147769,21,Newport,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Newport&r1d1=d12&r1d2=d22&r1d3=d31&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d73&r1d8=d81&r1d9=d92&r1d10=d103&r1d11=d12",183,137,174,193,137,109,140,95,186,131,129
Powys,W06000023,Powys,2,3,5,2,4,2,4,5,2,3,132642,32,Powys,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Powys&r1d1=d12&r1d2=d23&r1d3=d35&r1d4=d42&r1d5=d54&r1d6=d62&r1d7=d74&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",59,137,102,12,137,76,131,85,30,131,129
Merthyr Tydfil,W06000024,Merthyr Tydfil,2,1,1,2,2,4,4,1,2,3,59324,22,Merthyr_Tydfil,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Merthyr_Tydfil&r1d1=d12&r1d2=d21&r1d3=d31&r1d4=d42&r1d5=d52&r1d6=d64&r1d7=d74&r1d8=d81&r1d9=d92&r1d10=d103&r1d11=d12",174,137,213,176,137,138,61,49,205,131,129
Aberdeen City,S12000033,Aberdeen City,2,4,3,2,2,3,3,3,2,3,230350,27,Aberdeen_City,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Aberdeen_City&r1d1=d12&r1d2=d24&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d63&r1d7=d73&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",112,137,57,125,137,136,107,114,130,131,129
Aberdeenshire,S12000034,Aberdeenshire,2,5,3,2,3,3,2,5,2,3,261960,30,Aberdeenshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Aberdeenshire&r1d1=d12&r1d2=d25&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d63&r1d7=d72&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",74,137,36,125,137,88,123,148,13,131,129
Angus,S12000041,Angus,2,3,3,2,3,3,4,2,2,3,116900,27,Angus,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Angus&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d63&r1d7=d74&r1d8=d82&r1d9=d92&r1d10=d103&r1d11=d12",112,137,100,125,137,107,120,57,135,131,129
Argyll and Bute,S12000035,Argyll and Bute,2,3,3,2,3,5,3,5,2,3,86890,31,Argyll_and_Bute,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Argyll_and_Bute&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d65&r1d7=d73&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",65,137,108,125,137,110,30,108,18,131,129
City of Edinburgh,S12000036,City of Edinburgh,2,5,3,2,3,4,2,3,2,3,498810,29,City_of_Edinburgh,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=City_of_Edinburgh&r1d1=d12&r1d2=d25&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d64&r1d7=d72&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",83,137,22,125,137,114,66,133,123,131,129
Clackmannanshire,S12000005,Clackmannanshire,2,1,3,2,2,2,3,2,2,3,51360,22,Clackmannanshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Clackmannanshire&r1d1=d12&r1d2=d21&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d62&r1d7=d73&r1d8=d82&r1d9=d92&r1d10=d103&r1d11=d12",174,137,178,125,137,142,164,108,141,131,129
Dumfries and Galloway,S12000006,Dumfries and Galloway,2,2,3,2,3,5,4,5,2,3,149670,31,Dumfries_and_Galloway,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Dumfries_and_Galloway&r1d1=d12&r1d2=d22&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d65&r1d7=d74&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",65,137,152,125,137,119,10,77,36,131,129
Dundee City,S12000042,Dundee City,2,1,3,2,2,4,4,1,2,3,148210,24,Dundee_City,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Dundee_City&r1d1=d12&r1d2=d21&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d64&r1d7=d74&r1d8=d81&r1d9=d92&r1d10=d103&r1d11=d12",148,137,183,125,137,148,76,55,209,131,129
East Ayrshire,S12000008,East Ayrshire,2,1,3,2,2,5,3,3,2,3,122060,26,East_Ayrshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=East_Ayrshire&r1d1=d12&r1d2=d21&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d65&r1d7=d73&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",130,137,179,125,137,147,40,97,95,131,129
East Dunbartonshire,S12000045,East Dunbartonshire,2,5,3,2,4,4,2,5,2,3,106960,32,East_Dunbartonshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=East_Dunbartonshire&r1d1=d12&r1d2=d25&r1d3=d33&r1d4=d42&r1d5=d54&r1d6=d64&r1d7=d72&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",59,137,27,125,137,75,72,144,8,131,129
East Lothian,S12000010,East Lothian,2,4,3,2,3,2,3,3,2,3,103050,27,East_Lothian,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=East_Lothian&r1d1=d12&r1d2=d24&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d73&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",112,137,65,125,137,101,173,121,104,131,129
East Renfrewshire,S12000011,East Renfrewshire,2,5,3,2,4,4,2,4,2,3,92940,31,East_Renfrewshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=East_Renfrewshire&r1d1=d12&r1d2=d25&r1d3=d33&r1d4=d42&r1d5=d54&r1d6=d64&r1d7=d72&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d12",65,137,25,125,137,79,82,142,81,131,129
Falkirk,S12000014,Falkirk,2,2,3,2,3,1,3,2,2,3,158460,23,Falkirk,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Falkirk&r1d1=d12&r1d2=d22&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d61&r1d7=d73&r1d8=d82&r1d9=d92&r1d10=d103&r1d11=d12",160,137,139,125,137,130,182,88,169,131,129
Fife,S12000015,Fife,2,3,3,2,3,2,3,3,2,3,368080,26,Fife,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Fife&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d73&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",130,137,121,125,137,121,145,110,113,131,129
Glasgow City,S12000046,Glasgow City,2,2,3,2,2,4,3,1,2,3,606340,24,Glasgow_City,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Glasgow_City&r1d1=d12&r1d2=d22&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d64&r1d7=d73&r1d8=d81&r1d9=d92&r1d10=d103&r1d11=d12",148,137,167,125,137,155,54,109,202,131,129
Highland,S12000017,Highland,2,4,3,2,3,5,3,5,2,3,234110,32,Highland,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Highland&r1d1=d12&r1d2=d24&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d65&r1d7=d73&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",59,137,83,125,137,106,26,100,7,131,129
Inverclyde,S12000018,Inverclyde,2,1,3,2,2,4,3,2,2,3,79500,24,Inverclyde,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Inverclyde&r1d1=d12&r1d2=d21&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d64&r1d7=d73&r1d8=d82&r1d9=d92&r1d10=d103&r1d11=d12",148,137,200,125,137,146,64,92,158,131,129
Midlothian,S12000019,Midlothian,2,3,3,2,3,4,4,3,2,3,87390,29,Midlothian,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Midlothian&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d64&r1d7=d74&r1d8=d83&r1d9=d92&r1d10=d103&r1d11=d12",83,137,114,125,137,126,81,73,99,131,129
Moray,S12000020,Moray,2,3,3,2,3,4,3,1,2,3,95510,26,Moray,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Moray&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d64&r1d7=d73&r1d8=d81&r1d9=d92&r1d10=d103&r1d11=d12",130,137,111,125,137,111,85,108,185,131,129
Na h-Eileanan Siar,S12000013,Na h-Eileanan Siar,2,4,3,2,3,2,3,5,2,3,27070,29,Na_h-Eileanan_Siar,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Na_h-Eileanan_Siar&r1d1=d12&r1d2=d24&r1d3=d33&r1d4=d42&r1d5=d53&r1d6=d62&r1d7=d73&r1d8=d85&r1d9=d92&r1d10=d103&r1d11=d12",83,137,78,125,137,118,174,108,2,131,129
